season,batter,pa_22g,ros_woba_delta_vs_prior,q10,q50,q90
2024,668227,91,-0.009781449111879004,-0.08332765374481915,-0.0396677078401701,0.01798830557055786
2024,668670,78,-0.05363252292928611,-0.08662093436980317,-0.02453446349766014,0.026287591399868693
2024,668709,82,0.06207370579079741,-0.054955216654563044,0.0105816194504334,0.07186310189856077
2024,668715,93,-0.013896501041773202,-0.04743959886919208,-0.0034437087178246784,0.04775335971486799
2024,668804,102,-0.003398526225048548,-0.07019872813990458,-0.024559324893730528,0.01446148022025845
2024,668832,68,-0.06014731801551046,-0.03904885478610515,0.01978526665028263,0.09574933077171843
2024,668885,76,0.01620382127266984,-0.07189696934836515,-0.006369824593692841,0.06527092182298247
2024,668901,84,0.08613931632878558,-0.034913891927353696,0.02413646898600108,0.09260109630217994
2024,668904,93,-0.1092407093988888,-0.06445310361775253,-0.024635076008952372,0.03286365127790419
2024,668930,84,0.02167320781175186,-0.04574384771464307,0.019273668891570117,0.07951261799422554
2024,668939,101,-0.047555337360464245,-0.06609761206535397,-0.02202775947840746,0.01446148022025845
2024,668942,77,-0.048663299316107855,-0.045877375156571254,0.00022410007913137298,0.04922007505098536
2024,669003,69,0.005414087718319971,-0.09036754507628297,-0.024901526484577496,0.026324817805480794
2024,669004,85,-0.025566408545376895,-0.04937852027080819,0.002186286952014671,0.04698021649869355
2024,669016,76,-0.002304252231695003,-0.05814479372861946,-0.0069523288825417695,0.04561507084585664
2024,669065,63,0.07971276929202564,-0.014367226004813338,0.052430004763918514,0.15393757159221078
2024,669127,80,0.03619958864689604,-0.04937852027080819,0.012779150197628542,0.07012475070216334
2024,669134,84,-0.004388019080402983,-0.04755902287247442,0.0105816194504334,0.06952882374769936
2024,669221,83,-0.04988298259910079,-0.07862571004726719,-0.03051974144379105,0.020506958822176236
2024,669222,91,-0.05408059778865243,-0.05433887167074947,-0.0014436748963835844,0.05439109605630177
2024,669224,78,0.018730538922155704,-0.06727957948145036,-0.006619439785726822,0.06527092182298247
2024,669234,73,0.005114257880861117,-0.057630525407338096,0.00497469246600224,0.06952882374769936
2024,669242,87,-0.0689043728738486,-0.07420631625620067,-0.01954227006784004,0.04561507084585664
2024,669257,92,-0.03393503743223503,-0.06699232913946529,-0.020291539439735662,0.029380254591522215
2024,669261,81,-0.05576426208501678,-0.07879518072289154,-0.01886726929064597,0.03514676113360321
2024,669289,81,-0.009499103155302224,-0.08078654410015196,-0.03176453980801808,0.026019588953114958
2024,669304,72,0.031102841801537107,-0.05206214406027815,0.006327253049579484,0.06499019076819906
2024,669357,89,-0.041128263672193355,-0.0649321524413437,-0.01786198516815729,0.0330626608168137
2024,669364,90,0.04022927689594352,-0.07189696934836515,-0.017408364045658986,0.04097609870038249
2024,669394,89,-0.013800980873019675,-0.08662093436980317,-0.03716714589829523,0.020506958822176236
