batter,n_borderline_spot79,actual_pct,expected_pct,residual_pp_med,residual_pp_lo,residual_pp_hi,p_dir_pos,p_two_sided,q_bh,bh_significant_q10,ci_excludes_zero,abs_residual_pp,flagged,chase_rate,n_total_pa,qualified_200pa,batter_name
678882,55,70.9090909090909,68.54967057326347,1.8181818181818188,-5.454545454545457,9.090909090909093,0.599,0.802,0.9461538461538461,False,False,1.8181818181818188,False,0.42318307267709293,601.0,True,Ceddanne Rafaela
687363,45,57.77777777777777,57.96083376722223,0.0,-8.888888888888891,8.888888888888886,0.377,0.754,0.9336,False,False,0.0,False,0.246189917936694,468.0,True,Victor Scott II
687462,43,53.48837209302325,53.92715206229656,0.0,-9.302325581395355,9.302325581395344,0.34,0.68,0.9336,False,False,0.0,False,0.23267326732673269,410.0,True,Spencer Horwitz
687551,35,57.14285714285714,57.25362181738445,0.0,-8.571428571428575,11.428571428571427,0.385,0.77,0.9336,False,False,0.0,False,0.21465968586387435,110.0,False,Drew Gilbert
702222,53,60.37735849056604,60.45432846681774,0.0,-7.547169811320753,7.547169811320753,0.408,0.816,0.9461538461538461,False,False,0.0,False,,,,Justin Crawford
702332,52,50.0,49.37773492393115,0.0,-7.692307692307687,7.6923076923076925,0.487,0.974,0.984,False,False,0.0,False,0.24678362573099416,514.0,True,Caleb Durbin
673237,34,55.88235294117647,55.07151744191141,0.0,-8.823529411764708,11.764705882352944,0.436,0.872,0.9707142857142858,False,False,0.0,False,0.44358727097396333,571.0,True,Yainer Diaz
810938,31,51.61290322580645,52.27610649627804,0.0,-12.903225806451612,9.677419354838706,0.355,0.71,0.9336,False,False,0.0,False,0.3351063829787234,295.0,True,Ben Williamson
672275,57,45.614035087719294,46.19064935540392,0.0,-8.771929824561408,8.771929824561402,0.363,0.726,0.9336,False,False,0.0,False,0.28941176470588237,460.0,True,Patrick Bailey
643376,50,56.00000000000001,55.540745065603595,0.0,-9.999999999999998,10.000000000000004,0.464,0.928,0.9825882352941178,False,False,0.0,False,0.19969512195121952,339.0,True,Danny Jansen
663647,66,48.484848484848484,48.575289010058604,0.0,-7.575757575757569,7.575757575757574,0.441,0.882,0.9707142857142858,False,False,0.0,False,0.26969416126042633,576.0,True,Ke'Bryan Hayes
663604,50,60.0,59.60245767618127,0.0,-8.000000000000007,9.999999999999998,0.41,0.82,0.9461538461538461,False,False,0.0,False,0.33707865168539325,153.0,False,Brandon Lockridge
668904,47,65.95744680851064,65.38338023468324,0.0,-8.510638297872342,10.638297872340418,0.453,0.906,0.9707142857142858,False,False,0.0,False,0.31343283582089554,406.0,True,Royce Lewis
657136,32,59.375,59.98870824242848,0.0,-12.5,12.5,0.382,0.764,0.9336,False,False,0.0,False,0.328042328042328,191.0,False,Connor Wong
630105,63,50.79365079365079,51.10967437921463,0.0,-7.936507936507942,7.936507936507936,0.389,0.778,0.9336,False,False,0.0,False,0.22343324250681199,537.0,True,Jake Cronenworth
665561,31,61.29032258064516,60.114132961105206,0.0,-9.677419354838712,12.903225806451612,0.479,0.958,0.984,False,False,0.0,False,0.2330508474576271,125.0,False,Rafael Marchán
543877,38,63.1578947368421,62.70559243590866,0.0,-10.526315789473683,10.526315789473683,0.446,0.892,0.9707142857142858,False,False,0.0,False,0.2632794457274827,221.0,True,Christian Vázquez
595978,34,61.76470588235294,60.52622617839128,0.0,-8.823529411764708,11.764705882352944,0.482,0.964,0.984,False,False,0.0,False,0.3027027027027027,188.0,False,Austin Hedges
702284,96,52.083333333333336,52.77133257662433,-1.041666666666663,-7.2916666666666625,6.250000000000005,0.374,0.748,0.9336,False,False,1.041666666666663,False,0.23541247484909456,256.0,True,Cole Young
690976,82,54.87804878048781,55.685822603100156,-1.2195121951219523,-8.536585365853655,6.0975609756097615,0.352,0.704,0.9336,False,False,1.2195121951219523,False,0.19306930693069307,97.0,False,Alex Freeland
679529,73,54.794520547945204,56.02825099586873,-1.3698630136986356,-8.21917808219178,5.47945205479452,0.303,0.606,0.909,False,False,1.3698630136986356,False,0.22529069767441862,677.0,True,Spencer Torkelson
676609,87,51.724137931034484,54.37234429166331,-2.298850574712641,-9.195402298850574,4.597701149425292,0.178,0.356,0.6965217391304348,False,False,2.298850574712641,False,0.28393524283935245,378.0,True,José Caballero
671739,41,48.78048780487805,50.80074978165706,-2.4390243902439046,-12.195121951219512,7.3170731707317085,0.24,0.48,0.7999999999999999,False,False,2.4390243902439046,False,0.43037974683544306,640.0,True,Michael Harris II
660844,115,54.78260869565217,56.977894483082956,-2.60869565217392,-7.826086956521749,3.4782608695652084,0.165,0.33,0.6965217391304348,False,False,2.60869565217392,False,0.08433734939759036,117.0,False,Leo Rivas
663886,74,54.054054054054056,57.00467444118091,-2.7027027027026973,-10.81081081081081,5.405405405405405,0.175,0.35,0.6965217391304348,False,False,2.7027027027026973,False,0.25742574257425743,347.0,True,Tyler Stephenson
694728,37,54.054054054054056,56.7675632650225,-2.7027027027026973,-10.81081081081081,8.108108108108109,0.204,0.408,0.7493877551020408,False,False,2.7027027027026973,False,0.3181818181818182,47.0,False,Brice Matthews
670764,73,58.9041095890411,61.91047703234459,-2.73972602739726,-9.589041095890405,4.109589041095896,0.141,0.282,0.6885,False,False,2.73972602739726,False,0.21428571428571427,323.0,True,Taylor Walls
694374,32,53.125,55.09610559355729,-3.125,-12.5,9.375,0.263,0.526,0.8463157894736842,False,False,3.125,False,0.28888888888888886,225.0,True,694374
666023,32,46.875,49.63692783443629,-3.125,-12.5,6.25,0.197,0.394,0.73875,False,False,3.125,False,0.31470588235294117,368.0,True,Freddy Fermin
686527,31,41.935483870967744,45.50814200015622,-3.2258064516129004,-16.12903225806452,9.677419354838712,0.184,0.368,0.7046808510638297,False,False,3.2258064516129004,False,0.368705035971223,278.0,True,Dominic Canzone
