pick_type,target_player,target_mlbam,analog_player,analog_mlbam,season,cosine_sim,first22_woba,first22_xwoba_gap,ros_woba,ros_delta_vs_prior,ros_iso,ros_k_rate
sleeper,Dillon Dingler,693307,Matt Kemp,461314,2016,0.8662147617406928,0.37191011235955057,0.04702247191011233,0.3391797556719023,-0.0018077051431447666,0.2186915887850467,0.24096385542168675
sleeper,Angel Martínez,682657,Matt Adams,571431,2015,0.8628979186088658,0.37402597402597404,-0.05422689610389614,0.24278846153846154,-0.02439913073840147,0.10999999999999999,0.2358490566037736
sleeper,Angel Martínez,682657,Brandon Drury,592273,2016,0.854598853812923,0.4025,-0.06216848749999998,0.3568796068796069,0.08315079332028491,0.15104166666666669,0.20047732696897375
sleeper,Angel Martínez,682657,Salvador Pérez,521692,2017,0.8439645666059274,0.3460674157303371,-0.014663123595505645,0.33890274314214464,0.015108584300802197,0.21963824289405687,0.1926829268292683
sleeper,Angel Martínez,682657,Otto Lopez,672640,2024,0.8365419804851264,0.3860294117647059,-0.015977169153585213,0.3173076923076923,-0.0312637362637363,0.0911764705882353,0.1780821917808219
sleeper,Angel Martínez,682657,Josh Naylor,647304,2022,0.8263902703608036,0.42209302325581394,-0.032851684631410305,0.33004926108374383,0.01910056869381882,0.1769436997319035,0.1642512077294686
fake_hot,Carter Jensen,695600,Sam Hilliard,656541,2024,0.8720328870828765,0.37318840579710144,-0.05150883969447545,0.3530120481927711,0.048727041827977546,0.2857142857142857,0.4117647058823529
fake_hot,Carter Jensen,695600,Chris Iannetta,455104,2019,0.8588274725781977,0.3638888888888889,-0.029694638888888847,0.29213483146067415,-0.04799019692770279,0.125,0.32608695652173914
fake_hot,Carter Jensen,695600,Christopher Morel,666624,2023,0.8506824078761608,0.4088235294117647,-0.0566220837062838,0.34809384164222873,0.013045994752276524,0.22829581993569134,0.2956521739130435
fake_hot,Carter Jensen,695600,William Contreras,661388,2022,0.8501021817349724,0.44634146341463415,-0.0531090541644188,0.363013698630137,0.006826691951327013,0.18702290076335876,0.2789115646258503
